id,text,label,control,trap
ID201705400-511,"Meine Damen und Herren, liebe Kolleginnen und Kollegen, Nachhaltigkeit darf keine Floskel sein. Es darf nicht nur ein Lippenbekenntnis sein. Diesen Begriff mit Leben zu füllen, das ist unsere Aufgabe in diesem Beirat und es ist die Aufgabe von uns hier im Deutschen Bundestag miteinander. Nur wenn es uns gelingt, dass wir die wirtschaftliche Stärke erhalten, auf der anderen Seite aber beim Verbrauch von Rohstoffen und anderen Schätzen der Erde Rücksicht auf nachfolgende und künftige Generationen nehmen, dann werden wir auch international beachtet und dann werden uns auch andere Länder auf der Welt folgen; denn auch darum geht es bei diesen wichtigen Themen.",Nachhaltigkeit und ihre Dimensionen,NA,NA
ID206006100-23,"In der Tat sorgen sich viele, viele Menschen wegen der hohen Strom- und Gaspreise; aber im Gegensatz zu Ihnen nehmen wir die Sorgen ernst und machen uns nicht mit so lahmen Ideen wie Sie einen schlanken Fuß.",Erneuerbare Energien und Energiewende,NA,NA
ID203716200-568,"Ich frage mich: Kann sich eigentlich künftig jeder aussuchen, ob er sich in einem Rechtsstaat an Richtlinien und an Rechtsprechung hält? 1,7 Milliarden Überstunden wurden 2021 geleistet, davon mehr als die Hälfte unbezahlt. Für diesen Lohnraub sind Sie in der Bundesregierung mitverantwortlich.",Arbeitszeitregelungen und -dokumentation,NA,NA
ID1921902200-426,Aber auch die Marktpreisentwicklung hat ihre eigene Dynamik.,Inflationsbekämpfung und Wirtschaftspolitik,NA,NA
ID1920901300-679,"Wir haben festgestellt, dass es im Bereich der Mischbetriebe zu einer nachteiligen Behandlung von Brauereigaststätten kommt. Damit kommt es auch zu einer nachteiligen Behandlung von Traditionsbetrieben, die es in vielen Fällen seit Jahrzehnten oder vielleicht schon seit Jahrhunderten gibt.",Umsatzsteuersenkung für Gastronomie,NA,NA
ID193611100-446,Wir halten aber fest: Auch die Birmanen haben das Recht auf Selbstverteidigung gegen terroristische Überfälle.,Deutsch-Israelische Beziehungen und Sicherheit,NA,NA
ID193702200-188,"Es ist zwar Aufgabe des Staates, Rahmenbedingungen für eine Bankenabwicklung zu schaffen, es ist aber nicht die Aufgabe des Staates, Banken zu retten. Wer in einem marktwirtschaftlichen System versagt hat, hat verdammt noch mal den Markt zu verlassen, und zwar ohne Konsequenzen für die Einleger oder andere Leute. Raus damit!",Europäische Finanzpolitik und Bankenregulierung,TRUE,NA
ID2013403200-631,"Jeder Zugriff auf die Gesundheitsdaten der Patienten muss dort begründet sein. Jede Datenabfrage wird fälschungssicher auf der Blockchain dokumentiert. Im Missbrauchsfall drohen dem Mediziner gravierende Strafen bis hin zum Verlust der Approbation. Und das Beste, werte Kollegen: Die X-Road wurde in den 22 Jahren ihres Bestehens kein einziges Mal gehackt. So funktioniert digitale Sicherheit im Gesundheitsdatenbereich.",Digitalisierung im Gesundheitswesen,NA,NA
ID1910806300-65,"Sehr geehrte Frau Präsidentin! Werte Kolleginnen und Kollegen! Letzte Woche hat die Universität Bonn eine Studie vorgelegt, die sich mit den Auswirkungen des Immobilienbooms in Deutschland beschäftigt. Diese Studie hat, finde ich, sehr krasse Zahlen gezeigt: Die Vermögen der 10 Prozent reichsten Deutschen sind aufgrund dieses Immobilienbooms um 1,5 Billionen Euro gestiegen – das ist eine krasse Zahl –, demgegenüber sind die Wohnkosten derjenigen 20 Prozent, die in unserem Land die geringsten Einkommen haben, massiv gestiegen und explodiert. Der Immobilienboom der letzten zehn Jahre macht die Reichen in diesem Land reicher und die Armen ärmer, wegen der Mietenexplosion. Im Augenblick spaltet sich dieses Land genau an dieser Vermögens- und Verteilungsfrage. Die Mietenexplosion ist der Spaltpilz dieser Gesellschaft. Ich kann nicht verstehen, dass diese Bundesregierung nicht handelt.",Wohnungsbau und Mietpreise,NA,NA
ID201701800-147,"Abschließend ein Wort zu Russland: Friedrich Merz hat öffentlich richtigerweise gesagt: „Russland ist nicht unser Feind.“ Das, glaube ich, sehen wir hier alle auch so. Insbesondere das russische Volk steht uns eher nahe aufgrund einer langen Historie und der langen kulturellen Beziehungen. Durch den letzten Krieg hat Deutschland eine besondere Verantwortung, dass das russische Volk nicht erneut in kriegerische Handlungen verstrickt wird; aber diese Verantwortung hat Deutschland auch für das ukrainische Volk. Denn dort haben die schlimmsten Kriegshandlungen der deutschen Wehrmacht im Zweiten Weltkrieg stattgefunden.",Russlands Angriffskrieg gegen die Ukraine,NA,NA
ID19206400-574,"Heute Morgen haben Sie hier erklärt, Sie ziehen Ihre SPD-Minister nicht zurück, weil Sie Verantwortung übernehmen. Ihre Verantwortung hat hier nicht einmal fünf Stunden überdauert. Das ist die Wahrheit.",SPD-internes Handeln und Positionen,NA,NA
ID2010215400-104,"als angemessen oder als eher weniger zuträglich für die Sache eingeschätzt wird, aber Menschen, die sich friedlich an die Straßen kleben und im Kern wollen, dass die Politik die Klimakrise ernst nimmt, mit solchen gewalttätigen terroristischen und menschenverachtenden Vereinen in eine Reihe zu stellen, ist unverschämt und zeigt die Verkommenheit derer, die diese Forderungen aufstellen.",CO2-Regulierung und Klimapolitik,NA,NA
ID207812500-16,"Entmutigend ist auch das, was Minister Özdemir bei der Tierhaltungskennzeichnung vorgelegt hat. Dieses Rumpfgesetz für eine staatliche Tierhaltungskennzeichnung schadet dem Tierwohl mehr, als es ihm nützt. Die Finanzierungsfrage bleibt weitgehend offen, die Produktion wird so ins Ausland verlagert, egal zu welchen Standards sie dort stattfindet.",Zukunft der Landwirtschaft,TRUE,NA
ID205500800-212,"Ich bin jedes Mal total irritiert, wenn Sie aus der Ampelkoalition, insbesondere die Kolleginnen und Kollegen der SPD, sich hierhinstellen und so tun, als hätten Sie die letzten Jahre überhaupt nicht mitregiert, liebe Kolleginnen und Kollegen.",Ampelkoalition und politische Krise,NA,NA
ID1918103800-557,Hieraus voraussichtlich finanzierte Forschungsprojekte wie etwa Wasserstoff-Lkws oder Flugzeuge mit hochkomprimiertem Wasserstoff unter dem Rumpf sind aber gefährliche technologische Sackgassen ebenso wie Träume von grünen Wasserstoffpipelines von Afrika nach Europa.,Wasserstoffstrategie und Klimaschutz,NA,NA
ID1916700300-454,"Herr Präsident! Liebe Kolleginnen und Kollegen! Wir haben gemeinsam viele Weichen gestellt, damit wir gut durch diese Krise kommen. Die Zahl von 7 Millionen Menschen in Kurzarbeit zeigt, dass wir noch lange nicht über den Berg sind. Sie zeigt im Übrigen auch, dass die Unterstützung, die wir auf den Weg gebracht haben, notwendig war und dass es richtig ist, jetzt ein weiteres Paket aufzusetzen. Um es mit aller Deutlichkeit zu sagen: Ohne diese Maßnahmen würden Millionen Menschen ihre Arbeit verlieren. Ohne diese Unterstützung würden Betriebe jetzt pleitegehen. Ohne diese Hilfsmaßnahmen würden wertvolle Strukturen zerstört, auf die wir dann später auch nicht mehr aufbauen könnten. Deshalb ist es richtig und notwendig, dass wir jetzt handeln.",Kurzarbeitergeld und Wirtschaftskrise,NA,NA
ID1922415500-584,Mit unserem heutigen Antrag wollen wir ein dauerhaftes Honorierungssystem etablieren. Wir wollen den Ökosystemleistungen einen Wert geben und eine langfristige Perspektive – das ist das Entscheidende – für die nachhaltige Waldbewirtschaftung schaffen. Dabei sollte sich die Honorierung an der Klimaschutzleistung des Waldes orientieren. Eine mögliche Bezugsgröße wäre der aktuelle Preis der gehandelten CO2-Zertifikate.,Waldschutz und Waldbewirtschaftung,NA,NA
ID1922800400-421,"Herr Minister Seehofer, Herr Frei, ob Sie es glauben oder nicht: Jeder in diesem Haus will, dass bei Gefährdern und bei Terroristen Chats überwacht werden. Nur die Antwort auf die Frage, wie das denn technisch gehen soll, die lassen Sie seit Jahren offen.",IP-Adressen-Speicherung und Strafverfolgung,TRUE,NA
ID1916312500-309,"Deshalb ist es wichtig, dass dieser Coronaspeck wegkommt, dass wir wieder zu sportlichen Aktivitäten zurückkommen, dass wir – dafür bin ich dankbar – wieder sportliche Aktivitäten machen können in der freien Natur; das müssen wir wieder machen. Wir müssen überall das Engagement in den Sportvereinen, in den Fitnessstudios unterstützen, damit wir auch wieder stärker in Bewegung kommen. Denn nur derjenige, der sich ausreichend bewegt, verbrennt auch die Kalorien,",Sportförderung und -politik,TRUE,NA
ID1917607000-741,"Trotzdem haben wir bislang auf Freiwilligkeit der deutschen Unternehmen gesetzt, wenn es um die Einhaltung von Mindeststandards im Ausland ging. Zwar gab es einige Verbesserungen, viele Unternehmen haben sich dennoch nicht an die Mindeststandards gehalten. Ich sehe den Gesetzentwurf von Hubertus Heil und Gerd Müller daher als große Chance, das Leben vieler Menschen und den Schutz der Umwelt zu verbessern.",Lieferkettengesetz und Menschenrechte,NA,NA
ID1911607500-562,"Es wird immer wieder zitiert, dass beim Verkauf des Sony Centers am Potsdamer Platz im Jahr 2015/2016 keine Grunderwerbsteuer gezahlt worden ist; Frau Paus, so ist immer wieder Ihre Diktion. Der kanadische Investor Brookfield, der das Sony Center gekauft hat, hat im Januar 2016 veröffentlicht, dass es sich um gar keinen Share Deal gehandelt hat, sondern um einen sogenannten Asset Deal. Es ist also das Grundstück durch den Kauf in ein neues Betriebsvermögen übergegangen, und dadurch ist auch Grunderwerbsteuer gezahlt worden. Also, man muss immer wieder mal gucken, wie die Einzelfälle liegen.",Grundsteuer und Grunderwerbsteuer-Reform,NA,NA
ID1912100800-646,"Was bedeutet das für unseren Fall? Die 1991 für ein Jahr eingeführte Ergänzungsabgabe sollte „Mehrbelastungen … aus dem Konflikt am Golf“, wie es damals in der Begründung hieß, finanzieren. Sie lief nach einem Jahr planmäßig aus. Der Solidaritätszuschlag von 1995 ist parallel zum Solidarpakt I geschaffen worden, der bis 2004 lief. In seiner Begründung heißt es:",Solidaritätszuschlag Abschaffung und Steuerentlastung,NA,NA
ID202407000-738,"Wann, wenn nicht jetzt, Frau Ministerin, hätten Sie ein Signal nach Afrika senden können – ein Signal der vertieften Zusammenarbeit, ein Signal der Kooperation, ein Signal an die Staatschefs, dass sich Reformen lohnen!",Afrika-Strategie und Partnerschaft,NA,NA
ID205200700-410,"Auch das Bundesamt für Bevölkerungsschutz und Katastrophenhilfe hat von Sondermitteln in Höhe von 300 Millionen Euro profitiert, beispielsweise für die Beschaffung von modernen Sirenen, um den Ländern zu helfen, weil diese ja ihrer eigentlichen Aufgabe nicht nachkommen. Und da finde ich es schon ziemlich unverfroren – herzliche Grüße nach Stuttgart und Düsseldorf! –, wenn die dortigen Landesinnenminister jetzt den Bund kritisieren, dass wir das nicht dauerhaft machen, sondern diese hohen Sondermittel jetzt, wie geplant, etwas zurückführen.",Bevölkerungsschutz und Katastrophenhilfe,NA,NA
ID1919700500-80,"Darum lassen wir es Ihnen auch nicht durchgehen, dass Sie sich an der zentralen Frage dieser Debatte, wer nämlich die Rechnung bezahlt, vorbeimogeln. Sie wollen nach der Bundestagswahl wieder die Schuldenbremse einführen. Meine Damen und Herren, die Schuldenbremse ist unsinnig, sie ist ökonomischer Selbstmord, sie ist ein Zukunftskiller, sie gehört endlich abgeschafft.",Haushaltspolitik und Schuldenmanagement,NA,NA
ID1916004500-185,"sogar zu günstigeren Bedingungen als 2012. Es geht eigentlich um etwas ganz anderes, nämlich darum, den Zugang zu ESM-Geldern ohne Auflagen zu ermöglichen.",Europäische Finanzpolitik und Bankenregulierung,NA,NA
ID2014502600-712,Vielen Dank für die Aufmerksamkeit und schöne Weihnachten!,Weihnachtsgrüße im Bundestag,NA,NA
ID1920900400-610,"Mein letzter Gedanke. Wenn Sie schon den Lockdown jetzt weiter verschärfen – wer weiß, wie lange –, dann passen Sie Ihre wirtschaftlichen Hilfen auch an. Es ist ein schweres Versäumnis, dass die Sozialdemokratie und Herr Scholz immer noch nicht ihren Widerstand gegen das unbürokratischste, schnellste und wirksamste Instrument aufgegeben haben, Betriebe und Selbstständige zu unterstützen, nämlich den vollen steuerlichen Verlustrücktrag, und zwar auf die gesamten letzten Jahre seit 2017.",Wirtschaftshilfen in der Coronakrise,NA,NA
ID2014505300-714,Es möge ein friedvolleres Jahr werden als das zurückliegende.,Weihnachtsgrüße im Bundestag,NA,NA
ID202407900-318,"Ich wünsche dieser Bundesregierung die Entschlossenheit und auch das Selbstbewusstsein, damit aus großen Ideen Wirklichkeit werden kann.",Kritik und Forderungen an Bundesregierung,NA,NA
ID193403700-252,"Wir brauchen wirklich eine grundsätzliche Reform des Kinderzuschlags, der automatisch den Menschen, die wenig verdienen, diese zusätzliche Leistung garantieren sollte.",Familienförderung und Kinderarmut bekämpfen,NA,NA
ID1923304100-85,"Ganz am Rande: Das ist Ihre politische Art: nicht mit der AfD zu reden und nicht mit der AfD zu arbeiten. Man kupfert nicht das erste Mal einfach ab und verkauft die Ideen der AfD als eigene. Etwas scheinheilig; aber wenn Sie es brauchen, gerne.",AfD und parlamentarische Prozesse,NA,NA
ID2015104300-465,"Zudem machen Sie es den Bürgergeldempfängern noch schwerer, an Weiterbildung zu kommen; denn das Prinzip „Beratung aus einer Hand“ wird aufgelöst. Die Bürgergeldempfänger müssen dann nicht nur zu den Jobcentern, sondern in Sachen Weiterbildung auch zur Agentur für Arbeit gehen.",Bürgergeld-Reform und Arbeitsmarktintegration,NA,NA
ID2015710800-132,Sehr geehrter Herr Präsident! Liebe Kolleginnen und Kollegen! Hätte jemand mal ein Ladekabel für mich? – Diese Frage wird meistens mit der Gegenfrage beantwortet: Welches Kabel brauchst du denn?,Anrede in Reden,NA,NA
ID2012200800-551,"Das ist aber ein Irrweg, weil dieser Weg in einem europäischen Markt dazu führt, dass die Industrie in andere Länder abwandert, dort die entsprechenden Produkte anbietet, die auch aus Deutschland gezeichnet werden können. Sie erweisen also dem Verbraucherschutz einen ziemlichen Bärendienst. Deswegen müssen wir das hier ändern.",Plastikmüll-Reduktion und Kreislaufwirtschaft,NA,NA
ID1911006000-581,"Ich frage Sie: Was ist das für ein Irrsinn, wie wir gegenwärtig in Deutschland Klimaschutz diskutieren? Wir diskutieren über eine CO2-Steuer, über Zertifikatehandel, wir diskutieren darüber, wie man im Amazonas den Wald schützen kann. Aber wir kriegen es vor unserer eigenen Haustür nicht hin, den Wald in Deutschland in die Lage zu versetzen, seiner Funktion als CO2-Senke gerecht zu werden. Das ist abstrus, und Sie können niemandem in Brasilien oder anderswo erklären, dass er seinen Wald nicht abbrennen darf, wenn wir es selber nicht hinbekommen, unseren Wald in Deutschland zu schützen.",Waldschutz und Waldbewirtschaftung,NA,NA
ID1922701100-643,"Wir wollen letztendlich auch deshalb mehr Betriebsräte, weil eine Nahrungskette mit betrieblicher Mitbestimmung eine Selbststeuerung der Wirtschaft, nämlich Tarifautonomie auf der einen Seite und Betriebspartnerschaft auf der anderen Seite, ermöglicht und auch dafür sorgt, dass der Staat sich weniger einmischen muss. Dort, wo es Betriebsräte gibt, liegt die Tarifautonomie bei über 70 Prozent. Dort, wo es keine betriebliche Mitbestimmung gibt, liegt auch die Tarifbindung bei nur noch 25 Prozent. Betriebliche Mitbestimmung und dann Tarifautonomie, bessere Löhne, faire Arbeit – das ist eine Nahrungskette, die wir stärken wollen.",Betriebliche Mitbestimmung und Betriebsräte,NA,NA
ID209115700-675,"Frau Präsidentin! Liebe Kolleginnen und Kollegen! Zunächst einmal möchte ich Folgendes für die Ampelkoalition feststellen: Ich glaube, dass mit der temporären Senkung der Mehrwertsteuer auf Speisen in der Gastronomie, aber auch mit vielen weiteren Maßnahmen, wie den Wirtschaftshilfen, wie dem Kurzarbeitergeld, nicht nur diese Regierung, sondern auch schon die Vorgängerregierung, die wir gemeinsam gestellt haben, gezeigt haben, dass uns diese Branche sehr wichtig ist,",Umsatzsteuersenkung für Gastronomie,NA,NA
ID2015004500-247,"Ich bin unserem Bundeskanzler und auch unserer Außenministerin wirklich außerordentlich dankbar, dass sie gerade in diesen Zeiten so unglaublich viel unterwegs sind und immer wieder versuchen, neue Partnerschaften zu festigen und für Lösungen in all diesen Konflikten zu werben,",Internationale Sicherheitsstrategie und UN-Sicherheitsrat,NA,NA
ID192908200-419,"Sie behaupten, dass die Studenten mit dem BAföG nicht auskommen können, weshalb sie nebenher arbeiten müssten; dies führe dann zu überlangen Studienzeiten und erhöhe die Zahl der Studienabbrüche. Sie beklagen, dass im derzeitigen BAföG-Satz nur 250 Euro für die Unterkunft angesetzt sind, was nicht auskömmlich sei, und fordern eine drastische Erhöhung.",BAföG-Reform und Studienfinanzierung,NA,NA
ID1912406200-630,"Da gibt es vieles, aber die Palette ist bunt und unübersichtlich. Vor diesem Hintergrund ist es völlig richtig, dass wir mit einer Listung beim BfArM jetzt dafür sorgen, dass diejenigen, die einen Nachweis auf Funktionstüchtigkeit, Datenschutz und technische Sicherheit und – anders, als häufig ausgeführt – im Regelfall auch den Nachweis auf Patienten- bzw. Versorgungsnutzen haben, dann in dieser Liste aufgeführt werden und dass aus dieser Liste dann künftig auch Apps verordnet werden können. Das heißt, aus dieser Liste es gibt dann Apps auf Rezept oder – besser – auf Verordnung. Das ist genau der richtige Weg. Eine hilfreiche App kann, vergleichbar einem Medikament, das verordnet wird, durchaus dazu führen, dass eine Behandlung besser funktioniert oder überhaupt funktionieren kann.",Digitalisierung im Gesundheitswesen,NA,NA
ID206011800-670,"Laut Ihrem Antrag stehen viele Menschen ohne Arbeit sofort bereit, um an den Flughäfen Hilfstätigkeiten zu übernehmen. Sie suggerieren, es habe sich bisher nur niemand drum gekümmert. Sie wissen, dass dies angesichts annähernder Vollbeschäftigung, der persönlichen Realitäten der Betroffenen und des ohnehin vorhandenen starken Engagements der Jobcenter für diese Menschen oft unrealistisch ist. Aber immerhin haben Sie damit eine Schlagzeile produziert; dazu herzlichen Glückwunsch!",Unterstützung der Luftverkehrsbranche,NA,NA
ID1910608400-442,"Die doppelte Widerspruchslösung setzt genau hier an. Ich empfinde diese Entscheidung am Ende als Chance; denn jeder von uns wird angehalten, sich mit dem eigenen Leben und mit dem eigenen Tod auseinanderzusetzen. Das sind existenzielle Fragen, denen wir nicht ausweichen sollten, übrigens auch vor dem Hintergrund der Betroffenheit unserer Angehörigen. Da sei mir eine Bemerkung noch gestattet, Frau Mattheis.",Organspende Widerspruchslösung und Freiwilligkeit,NA,NA
ID1920708800-494,"Tatsächlich liegen die Gründe, die eine Welt ohne Atomwaffen auf absehbare Zeit unrealistisch machen, in der geopolitischen Machtverteilung. Solange es eine Supermacht gibt, die gegen von ihr zu solchen erklärte Schurkenstaaten Kriege führt, werden sich die Machthaber in ebendiesen Staaten Atomwaffen zulegen oder jedenfalls danach streben. Denn Sie wissen nur allzu gut, was mit Staaten wie Irak oder Syrien passiert ist, die keine Atombomben besaßen.",Nukleare Abrüstung und Rüstungskontrolle,NA,NA
ID2010703400-569,"Ja, allemal in missbrauchsanfälligen Branchen wie dem Baugewerbe oder der Logistikbranche, in Branchen also, in denen häufig Höchstarbeitszeiten nicht eingehalten, Überstunden nicht bezahlt und die Beschäftigten um ihren Lohn betrogen werden. Da ist tagesgenaue, manipulationssichere Arbeitszeiterfassung wichtig. Es muss stets ersichtlich sein, ob ursprünglich erfasste Daten zu einem späteren Zeitpunkt verändert worden sind.",Arbeitszeitregelungen und -dokumentation,NA,NA
ID197804600-653,"Liebe Zuhörerinnen und Zuhörer, Umweltschäden treffen immer zuerst die, die am wenigsten dafür können. Die Meeresverschmutzung trifft Wasserlebewesen wie Fische und Meeressäuger, anschließend Fischer. Die Menschen in den ärmsten Ländern können sich dann Fisch nicht mehr leisten. In Folge steigen die Preise, es gibt Hunger und Flucht.",Wasserzugang und Wassermanagement,NA,NA
ID2015404800-520,"Über Waffenlieferungen – mein Kollege Herr Wagener hat es gesagt – entscheiden nicht wir, sondern die Bundesregierung. Sie dürfen gerne der Bundesregierung diese Frage stellen. Vielen Dank. – Wenn Sie mir gestatten, würde ich jetzt gerne weitermachen.",Rüstungsexportkontrollgesetz und Waffenlieferungen,NA,NA
ID1914701900-38,"Herr Präsident! Sehr geehrte Damen und Herren! So kann und so darf es in Deutschland nicht weitergehen. Dringend notwendige Infrastrukturprojekte, sei es Ersatz oder Neubau, verzögern sich über Jahre, oft über Jahrzehnte. Gerichtliche Entscheidungen ziehen sich endlos in die Länge. Das versteht niemand mehr in diesem Land. Die Bürgerinnen und Bürger erwarten zu Recht, dass es transparenter, berechenbarer und schneller geht.",ÖPNV-Finanzierung und Verkehrswende,NA,NA
ID2011912200-428,"Und dann das: ein Rückgang des Gesamtetats um 5,4 Prozent bei anhaltend hoher Inflation von 6 bis 7 Prozent. Sind das Ihre Vorstellungen von Investitionen in die Zukunft? Und kommen Sie bitte nicht mit der Ausrede von multiplen Krisen, derentwegen halt Einsparungen mit dem Rasenmäher nötig seien.",Inflationsbekämpfung und Wirtschaftspolitik,NA,NA
ID199904400-240,"Der vorliegende Antrag zeigt, dass nicht nur wir die Wichtigkeit dieses Themas als sehr hoch einschätzen. Deshalb, meine Damen und Herren von der FDP, vielen Dank für diese Debatte.",FDP-Partei und Koalitionspolitik,NA,NA
ID2011505000-635,"Den Markt kümmert es nicht, wo ein Schiff gebaut wird, solange es fährt. Den Kunden interessiert es oftmals nicht, dass die Wettbewerbsbedingungen der maritimen Industrie innerhalb und außerhalb Europas sehr ungleich sind. Und wie viel wissen wir eigentlich genau über die Arbeitsbedingungen der Seeleute auf den Ozeanen?",Maritime Wirtschaft und Hafenfinanzierung,NA,NA
ID191412600-349,"In Artikel 1 Satz 2 unseres Grundgesetzes steht noch etwas anderes: Der Staat muss die Würde nicht nur achten, sondern er ist auch verpflichtet, sie zu schützen. Wir, der Staat, sind verpflichtet, das ungeborene Leben mit seinem Recht auf Leben zu schützen.",Abschaffung § 219a StGB,NA,NA
ID206314200-621,"Ein zweiter sehr wichtiger Punkt ist das Thema der Missbrauchskontrolle, das Sie angesprochen haben. Wir begrüßen es, dass nach diesem neuen Gesetzentwurf die Registergerichte verpflichtet werden, zu prüfen, ob Umwandlungen oder Spaltungen zu missbräuchlichen, kriminellen oder betrügerischen Zwecken vorgenommen werden. Das ist vom Grundsatz her zu begrüßen. Was aber aus meiner Sicht sehr vorsichtig zu behandeln ist, ist die Frage, wie man mit berechtigten Verschwiegenheitsverpflichtungen von Notaren oder auch von Rechtsanwälten bei dieser Missbrauchskontrolle der Registergerichte umgeht.",Geldwäschebekämpfung und Finanzkriminalität,NA,NA
ID204503900-548,"Machen wir uns nichts vor: Die Beihilfe zur Selbsttötung findet statt – jetzt in diesem Moment, in rechtlichen Grauzonen, ohne die nötige Klarheit, ohne die Klarheit darüber, wie Betroffene und behandelnde Ärztinnen und Ärzte konkret geschützt werden. Wenn wir uns anschauen, dass es im Sinne des Bundesverfassungsgerichts die Entscheidung des Einzelnen ist, entsprechend dem eigenen Verständnis von Lebensqualität und Sinnhaftigkeit der eigenen Existenz dem Leben ein Ende zu setzen, dann, meine Damen und Herren, können wir diesen Zustand so nicht belassen.",Assistierter Suizid und Palliativmedizin,NA,NA
ID1918507600-310,"Ich freue mich, einen Kämpfer für den Frieden, für die Versöhnung, für die Menschenrechte heute auch unter uns begrüßen zu dürfen: Christian Schwarz-Schilling, den früheren Hohen Repräsentanten für Bosnien-Herzegowina, den Streitschlichter und ja auch Vorsitzenden des – damals noch – Unterausschusses für Menschenrechte und Humanitäre Hilfe. Lieber Christian Schwarz-Schilling, schön, dass du heute der Debatte beiwohnst!",Kosovo und westlicher Balkan,NA,NA
ID1921007300-697,"Wir tun mit dieser Novelle aber auch etwas für den Wettbewerb; ich nenne die sogenannte Preis-Kosten-Schere. Gerade im Briefbereich gibt es für die Wettbewerber ein über Jahre hinweg immer wieder vorgetragenes Anliegen, dem hiermit nachgekommen wird, damit die Kolleginnen und Kollegen im Wettbewerb einen besseren, leichteren Zugang zum Postnetz haben.",Postgesetz und Zustellungsdienstleistungen,NA,NA
ID207211300-414,"Da irritiert es schon, dass SPD und Grüne sich laut Presseberichten dieser Tage für eine aus EU-, Bundes- und Landesmitteln finanzierte niedersächsische Einheit von Löschflugzeugen einsetzen wollen. Wir brauchen aber keine regionalen Alleingänge, sondern eine bundesweite Lösung, und ich hätte im Übrigen einige Ideen, wo diese Flugzeugstaffel auch in Ostdeutschland einen geeigneten Standort finden könnte.",Bevölkerungsschutz und Katastrophenhilfe,NA,NA
ID1920111500-625,"Die Tarifautonomie ist mit gutem Grund im Wortsinne eine Autonomie. Der Staat hat bei der konkreten Lohnfindung zwischen Arbeitnehmern und Arbeitgebern nichts zu suchen, allenfalls in der Schlichtung. Löhne zentral festzulegen, widerspricht dem Wesen unseres Wirtschafts- und Gesellschaftssystems.",Stärkung der Tarifbindung,NA,NA
ID204706300-771,"Zum ersten Punkt, der Inflation: Sie könnten hier etwas tun. Die Inflationsrate ist, wie gesagt, mit 8 Prozent so hoch wie nie zuvor, und gleichzeitig sprudeln die Steuereinnahmen. Denn wenn sich der Butterpreis verdoppelt, verdoppeln sich auch die Mehrwertsteuereinnahmen des Finanzministers. Auch wenn sich die Löhne erhöhen, erhöhen sich über die kalte Progression die Einkommensteuereinnahmen des Finanzministers. Deswegen fordern wir Sie auf – das können wir nicht oft genug sagen –, die Mehreinnahmen, die Sie im deutschen Haushalt haben, an die Bürgerinnen und Bürger und an den deutschen Mittelstand zurückzugeben, gerade jetzt in dieser Zeit.",Kalte Progression und Inflation,NA,NA
ID1916710100-693,"Reden wir als Drittes über das Thema „Transparenz und Lobbyregister“. Da sage ich Ihnen ganz klar: Wir als Union haben bisher keinen Vorschlag. Wir haben auch als Koalition keinen Vorschlag. Das hängt zusammen. Wir bereden das nämlich zusammen in der Koalition, aber nicht als Fraktion allein. Gleichwohl halten wir ein Lobbyregister für erforderlich. Dazu habe ich mich und hat sich auch der Kollege Sensburg schon vor über einem Jahr geäußert. Uns geht das im Übrigen auch nicht schnell genug; das kann man, glaube ich, ganz offen sagen.",Lobbyregister und Transparenzmaßnahmen,NA,NA
ID1910406800-360,"Lassen Sie mich zum Schluss noch anmerken – das muss man, wenn wir an die Anhörung denken, mahnend hier ansprechen –: Wir alle sollten die Bürokratiekosten im Auge behalten. – Das geht Sie da draußen an. Das geht den Mittelstand an, die mittelständischen Unternehmen; denn für den Mittelstand gibt es bereits jetzt – das wurde auch gesagt – über 10 000 – ich wiederhole es, meine Damen und Herren: über 10 000 – Informationspflichten.",Bürokratieabbau und Bürokratieentlastung,NA,NA
ID193614400-736,"Die Zeit für die Umsetzung der Agenda 2030 ist knapp geworden. Auch wir in Deutschland müssen unsere Ziele schneller erreichen. Im Kontakt mit willigen Unternehmen, die mit mir schon in Afrika waren, spürt man, dass zum Beispiel unsere Exportkreditgarantien mit ihren Richtlinien nicht zu den Ländern passen und schon gar nicht für kleinere Unternehmen ausreichen.",Afrika-Strategie und Partnerschaft,NA,NA
ID2015913400-371,"Sehr geehrte Frau Präsidentin! Liebe Kolleginnen und Kollegen der demokratischen Fraktionen! Ätzender Antisemitismus in studentischen Chatgruppen, das Niederbrüllen oder Vertreiben von jüdischen oder israelischen Podiumsgästen, schauspielerische Performances, die Terror glorifizieren, rechtsextreme Flugblätter voller Vernichtungsfantasien – gerade noch schlau genug, das Wort „Juden“ nicht zu nennen –: alles nicht strafbar, aber für Betroffene von Antisemitismus macht es den Alltag zum Horror.",Antisemitismus und jüdisches Leben,NA,NA
